pin,slack
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPB,
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_0_a2[7]:A,1149
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_0_a2[7]:B,-113
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_0_a2[7]:C,1084
MSS_top_sb_0/CoreUARTapb_0_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_5_0_a2[7]:Y,-113
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPB,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPC,
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_1_am_RNO[9]:A,236
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_1_am_RNO[9]:B,222
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_1_am_RNO[9]:C,-1394
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_1_am_RNO[9]:D,-1616
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_1_am_RNO[9]:Y,-1616
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_202:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_202:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_202:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_202:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_202:IPB,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:A,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:B,2099
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:C,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:CC,2819
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:D,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:P,2099
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:S,2819
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int_cry[1]:UB,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:CLK,2215
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:D,3771
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:EN,-251
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:Q,2215
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[31]:SLn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:A,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:B,-837
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:C,3511
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:CC,-804
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:D,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:P,-837
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:S,-804
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/prescale_cnt_RNIBGQFB[8]:UB,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:ADn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:ALn,3321
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:CLK,705
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:D,3865
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:EN,-294
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:LAT,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:Q,705
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:SD,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg[41]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLINT_WRITE_PROC_SCLI_ff_reg_3[0]:A,4331
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLINT_WRITE_PROC_SCLI_ff_reg_3[0]:B,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SCLINT_WRITE_PROC_SCLI_ff_reg_3[0]:Y,4331
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsync_ns_0_o3_0[0]:A,887
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsync_ns_0_o3_0[0]:B,821
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsync_ns_0_o3_0[0]:C,791
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsync_ns_0_o3_0[0]:Y,791
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:ADn,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:ALn,3321
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:CLK,1608
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:D,152
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:EN,-235
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:LAT,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:Q,1608
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:SD,
MSS_top_sb_0/corepwm_0_0/G0b_timebase_inst/period_cnt_int[12]:SLn,
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_ns[4]:A,216
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_ns[4]:B,-3648
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_ns[4]:C,-2580
MSS_top_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_ns[4]:Y,-3648
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAO_INT_WRITE_PROC_un25_fsmsta_1:A,-2655
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAO_INT_WRITE_PROC_un25_fsmsta_1:B,-2774
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAO_INT_WRITE_PROC_un25_fsmsta_1:C,-3880
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAO_INT_WRITE_PROC_un25_fsmsta_1:D,-4441
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/SDAO_INT_WRITE_PROC_un25_fsmsta_1:Y,-4441
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4_0_3_0[3]:A,2260
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4_0_3_0[3]:B,2055
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4_0_3_0[3]:C,1917
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4_0_3_0[3]:D,1645
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmmod_ns_0_a4_0_3_0[3]:Y,1645
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_78:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_78:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_78:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_78:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_78:IPB,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_173:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_173:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_173:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_173:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_173:IPB,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:CLK,2095
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:D,5528
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:EN,4038
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:Q,2095
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[3]:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSYNC_SYNC_PROC_un135_ens1_1:A,1780
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSYNC_SYNC_PROC_un135_ens1_1:B,1739
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSYNC_SYNC_PROC_un135_ens1_1:C,203
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSYNC_SYNC_PROC_un135_ens1_1:Y,203
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[2]:A,27
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[2]:B,-3433
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[2]:C,-128
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[2]:Y,-3433
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:ADn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:ALn,3321
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:CLK,-1787
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:D,1047
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:EN,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:LAT,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:Q,-1787
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:SD,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLKint_ff:SLn,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un78_fsmdet:A,-1193
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un78_fsmdet:B,-1057
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/FSMSTA_SYNC_PROC_un78_fsmdet:Y,-1193
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:CLK,386
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:D,3714
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:EN,-144
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:Q,386
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/controlReg2[0]:SLn,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:IPA,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:IPB,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated[10]:A,-1265
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated[10]:B,-1349
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated[10]:C,-2538
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated[10]:D,-1745
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated[10]:Y,-2538
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:IPA,
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_0[1]:A,-122
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_0[1]:B,-1160
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_0[1]:C,919
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_0[1]:D,760
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/fsmsta_nxt_cnst_0_0[1]:Y,-1160
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg_1_sqmuxa:A,-107
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg_1_sqmuxa:B,2326
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg_1_sqmuxa:C,-405
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/psh_negedge_reg_1_sqmuxa:Y,-405
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:ADn,
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:ALn,3321
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:CLK,-384
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:D,3714
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:EN,-53
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:LAT,
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:Q,-384
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:SD,
MSS_top_sb_0/COREI2C_0_0/seradr0apb[5]:SLn,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:A,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:B,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:C,
MSS_top_sb_0/MSS_top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:IPA,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[11]:A,-1192
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[11]:B,-1434
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[11]:C,1896
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[11]:D,1628
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/PRDATA_generated_1[11]:Y,-1434
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/sersta_RNIUMK71[1]:A,-2166
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/sersta_RNIUMK71[1]:B,-3648
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/sersta_RNIUMK71[1]:C,-326
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/sersta_RNIUMK71[1]:D,-519
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/sersta_RNIUMK71[1]:Y,-3648
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:CLK,929
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:D,567
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:EN,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:Q,929
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/uUART/make_MSS_top_sb_CoreUARTapb_0_0_Clock_gen/baud_cntr[11]:SLn,
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/un11_psel_0:A,-2119
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/un11_psel_0:B,-2102
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/un11_psel_0:C,-2161
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/un11_psel_0:D,-2415
MSS_top_sb_0/corepwm_0_0/xhdl58_reg_if_inst/un11_psel_0:Y,-2415
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_ack_7_0_RNO:A,-1748
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_ack_7_0_RNO:B,-4441
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_ack_7_0_RNO:C,1942
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_ack_7_0_RNO:D,1555
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/serDAT_WRITE_PROC_ack_7_0_RNO:Y,-4441
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:ADn,
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:ALn,3321
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:CLK,2073
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:D,1057
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:EN,998
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:LAT,
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:Q,2073
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:SD,
MSS_top_sb_0/CoreUARTapb_0_0/iPRDATA[2]:SLn,
MSS_top_sb_0/corepwm_0_0/xhdl63_pwm_gen_inst/PWM_output_select_1_PWM_output_generation_un14_pwm_enable_reg_NE_10:A,1820
MSS_top_sb_0/corepwm_0_0/xhdl63_pwm_gen_inst/PWM_output_select_1_PWM_output_generation_un14_pwm_enable_reg_NE_10:B,1718
MSS_top_sb_0/corepwm_0_0/xhdl63_pwm_gen_inst/PWM_output_select_1_PWM_output_generation_un14_pwm_enable_reg_NE_10:C,1665
MSS_top_sb_0/corepwm_0_0/xhdl63_pwm_gen_inst/PWM_output_select_1_PWM_output_generation_un14_pwm_enable_reg_NE_10:D,1506
MSS_top_sb_0/corepwm_0_0/xhdl63_pwm_gen_inst/PWM_output_select_1_PWM_output_generation_un14_pwm_enable_reg_NE_10:Y,1506
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLK_count1_0_sqmuxa_4:A,764
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLK_count1_0_sqmuxa_4:B,-475
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLK_count1_0_sqmuxa_4:C,638
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLK_count1_0_sqmuxa_4:D,442
MSS_top_sb_0/COREI2C_0_0/G0a_0_ui2c/PCLK_count1_0_sqmuxa_4:Y,-475
MSS_top_sb_0/CoreGPIO_0_0/GPOUT_reg_RNI14N01[10]:A,3422
MSS_top_sb_0/CoreGPIO_0_0/GPOUT_reg_RNI14N01[10]:B,369
MSS_top_sb_0/CoreGPIO_0_0/GPOUT_reg_RNI14N01[10]:C,27
MSS_top_sb_0/CoreGPIO_0_0/GPOUT_reg_RNI14N01[10]:D,60
